"","name","state","pop2000","pop2010","pop2017","poverty","unemployment_rate"
"2383","Haakon County","South Dakota",2196,1937,1943,17.2,2.85
"2384","Hamlin County","South Dakota",5540,5903,5948,5.6,3.67
"2385","Hand County","South Dakota",3741,3431,3277,8.2,2.52
"2386","Hanson County","South Dakota",3139,3331,3423,6.5,4.08
"2387","Harding County","South Dakota",1353,1255,1242,12.9,3.28
"2388","Hughes County","South Dakota",16481,17022,17666,11.3,2.79
"2389","Hutchinson County","South Dakota",8075,7343,7358,13,3.14
"2390","Hyde County","South Dakota",1671,1420,1318,14.2,3.18
"2391","Jackson County","South Dakota",2930,3031,3289,44.8,5.83
"2392","Jerauld County","South Dakota",2295,2071,2028,8.9,2.42
"2393","Jones County","South Dakota",1193,1006,936,10.8,3.02
"2394","Kingsbury County","South Dakota",5815,5148,4952,9.5,3.19
"2395","Lake County","South Dakota",11276,11200,12809,15.5,3.91
"2396","Lawrence County","South Dakota",21802,24097,25429,12.4,3.32
"2397","Lincoln County","South Dakota",24131,44828,56664,3,2.49
"2398","Lyman County","South Dakota",3895,3755,3904,21.7,4.98
"2399","McCook County","South Dakota",5832,5618,5499,9.3,2.79
"2400","McPherson County","South Dakota",2904,2459,2426,17,3.54
"2401","Marshall County","South Dakota",4576,4656,4804,8.3,4.61
"2402","Meade County","South Dakota",24253,25434,28018,8.8,3.45
"2403","Mellette County","South Dakota",2083,2048,2088,42.6,5.01
"2404","Miner County","South Dakota",2884,2389,2228,11.6,3.01
"2405","Minnehaha County","South Dakota",148281,169468,188616,11,2.85
"2406","Moody County","South Dakota",6595,6486,6579,15.9,3.74
"2407","Pennington County","South Dakota",88565,100948,110141,14,3.39
"2408","Perkins County","South Dakota",3363,2982,2974,12,2.97
"2409","Potter County","South Dakota",2693,2329,2231,6.5,3.42
"2410","Roberts County","South Dakota",10016,10149,10278,18.8,4.84
"2411","Sanborn County","South Dakota",2675,2355,2450,9.7,3.52
"2412","Spink County","South Dakota",7454,6415,6410,9.9,3.47
"2413","Stanley County","South Dakota",2772,2966,3011,5.8,3.33
"2414","Sully County","South Dakota",1556,1373,1407,3.3,3.2
"2415","Todd County","South Dakota",9050,9612,10065,52,6.63
"2416","Tripp County","South Dakota",6430,5644,5460,19.7,2.88
"2417","Turner County","South Dakota",8849,8347,8315,10.6,3.23
"2418","Union County","South Dakota",12584,14399,15029,7.3,3.68
"2419","Walworth County","South Dakota",5974,5438,5543,10.2,5.14
"2420","Yankton County","South Dakota",21652,22438,22662,13.1,2.95
"2421","Ziebach County","South Dakota",2519,2801,2756,43.1,5.21
"2422","Anderson County","Tennessee",71330,75129,76257,16.3,3.9
"2423","Bedford County","Tennessee",37586,45058,48117,16.9,3.91
"2424","Benton County","Tennessee",16537,16489,15986,22.3,5.38
"2425","Bledsoe County","Tennessee",12367,12876,14717,20.7,5.86
"2426","Blount County","Tennessee",105823,123010,129929,13,3.48
"2427","Bradley County","Tennessee",87965,98963,105560,18,3.66
"2428","Campbell County","Tennessee",39854,40716,39648,20.6,5.12
"2429","Cannon County","Tennessee",12826,13801,14216,17,3.54
"2430","Carroll County","Tennessee",29475,28522,27860,19.8,5.16
"2431","Carter County","Tennessee",56742,57424,56488,24.5,4.54
"2432","Cheatham County","Tennessee",35912,39105,40330,12.7,3.03
"2433","Chester County","Tennessee",15540,17131,17119,18.2,3.96
"2434","Claiborne County","Tennessee",29862,32213,31609,22.4,4.73
"2435","Clay County","Tennessee",7976,7861,7703,26.6,5.06
"2436","Cocke County","Tennessee",33565,35662,35556,25,5.21
"2437","Coffee County","Tennessee",48014,52796,55034,15.2,3.65
"2438","Crockett County","Tennessee",14532,14586,14473,17.7,4.14
"2439","Cumberland County","Tennessee",46802,56053,59078,16,4.6
"2440","Davidson County","Tennessee",569891,626681,691243,16.9,2.75
"2441","Decatur County","Tennessee",11731,11757,11751,22.6,5.2
"2442","DeKalb County","Tennessee",17423,18723,19852,18.9,4.68
"2443","Dickson County","Tennessee",43156,49666,52853,14.5,3.3
"2444","Dyer County","Tennessee",37279,38335,37463,18.1,4.84
"2445","Fayette County","Tennessee",28806,38413,40036,14.4,3.98
"2446","Fentress County","Tennessee",16625,17959,18136,23,4.49
"2447","Franklin County","Tennessee",39270,41052,41652,15,3.78
"2448","Gibson County","Tennessee",48152,49683,49111,17.1,4.56
"2449","Giles County","Tennessee",29447,29485,29401,15.9,3.41
"2450","Grainger County","Tennessee",20659,22657,23144,18.7,4.2
"2451","Greene County","Tennessee",62909,68831,68808,17.2,4.49
"2452","Grundy County","Tennessee",14332,13703,13361,28.5,4.99
"2453","Hamblen County","Tennessee",58128,62544,64277,19.8,4.02
"2454","Hamilton County","Tennessee",307896,336463,361613,14.5,3.63
"2455","Hancock County","Tennessee",6786,6819,6600,25.7,5.8
"2456","Hardeman County","Tennessee",28105,27253,25447,21.2,5.16
"2457","Hardin County","Tennessee",25578,26026,25846,21.5,4.71
"2458","Hawkins County","Tennessee",53563,56833,56459,19.3,4.19
"2459","Haywood County","Tennessee",19797,18787,17573,19.1,5.17
"2460","Henderson County","Tennessee",25522,27769,27751,19.5,5.13
"2461","Henry County","Tennessee",31115,32330,32450,19.7,4.52
"2462","Hickman County","Tennessee",22295,24690,24864,19.7,3.4
"2463","Houston County","Tennessee",8088,8426,8213,17.1,5.74
"2464","Humphreys County","Tennessee",17929,18538,18484,18.4,4.28
"2465","Jackson County","Tennessee",10984,11638,11677,22.3,5.32
"2466","Jefferson County","Tennessee",44294,51407,53804,13.8,4.02
"2467","Johnson County","Tennessee",17499,18244,17691,25.3,3.93
"2468","Knox County","Tennessee",382032,432226,461860,15.8,3.16
"2469","Lake County","Tennessee",7954,7832,7468,29.9,5.65
"2470","Lauderdale County","Tennessee",27101,27815,25274,23.1,5.91
"2471","Lawrence County","Tennessee",39926,41869,43396,18.3,4.36
"2472","Lewis County","Tennessee",11367,12161,12035,22.1,4.53
"2473","Lincoln County","Tennessee",31340,33361,33751,16.9,3.28
"2474","Loudon County","Tennessee",39086,48556,52152,13.7,3.64
"2475","McMinn County","Tennessee",49015,52266,52877,19.7,4.35
"2476","McNairy County","Tennessee",24653,26075,26004,21.6,5.61
"2477","Macon County","Tennessee",20386,22248,24079,18.6,3.42
"2478","Madison County","Tennessee",91837,98294,97643,20.3,3.92
"2479","Marion County","Tennessee",27776,28237,28425,18.1,4.8
"2480","Marshall County","Tennessee",26767,30617,32931,13.5,3.33
"2481","Maury County","Tennessee",69498,80956,92163,13,3.22
"2482","Meigs County","Tennessee",11086,11753,12068,16.6,5.19
"2483","Monroe County","Tennessee",38961,44519,46240,20.4,3.97
"2484","Montgomery County","Tennessee",134768,172331,200182,14.2,4.08
"2485","Moore County","Tennessee",5740,6362,6384,7.7,3.1
"2486","Morgan County","Tennessee",19757,21987,21636,22.9,4.85
"2487","Obion County","Tennessee",32450,31807,30385,23,5.48
"2488","Overton County","Tennessee",20118,22083,22012,19.6,4.12
"2489","Perry County","Tennessee",7631,7915,7975,29.4,4.81
"2490","Pickett County","Tennessee",4945,5077,5073,18.8,4.4
"2491","Polk County","Tennessee",16050,16825,16757,17,4.56
"2492","Putnam County","Tennessee",62315,72321,77674,23.3,3.75
"2493","Rhea County","Tennessee",28400,31809,32691,21.9,6.42
"2494","Roane County","Tennessee",51910,54181,53036,15.4,4.36
"2495","Robertson County","Tennessee",54433,66283,70177,11.3,3.37
"2496","Rutherford County","Tennessee",182023,262604,317157,11.8,2.88
"2497","Scott County","Tennessee",21127,22228,21989,26.2,5.08
"2498","Sequatchie County","Tennessee",11370,14112,14736,14.4,4.93
"2499","Sevier County","Tennessee",71170,89889,97638,15.3,3.99
"2500","Shelby County","Tennessee",897472,927644,936961,20.8,4.32
"2501","Smith County","Tennessee",17712,19166,19636,14.1,3.53
"2502","Stewart County","Tennessee",12370,13324,13355,19,5.32
"2503","Sullivan County","Tennessee",153048,156823,157158,16.6,4.02
"2504","Sumner County","Tennessee",130449,160645,183545,9.7,2.96
"2505","Tipton County","Tennessee",51271,61081,61366,14.6,4.4
"2506","Trousdale County","Tennessee",7259,7870,10083,13.3,3.45
"2507","Unicoi County","Tennessee",17667,18313,17759,20.1,5.35
"2508","Union County","Tennessee",17808,19109,19442,21.6,4.36
"2509","Van Buren County","Tennessee",5508,5548,5742,19.5,4.34
"2510","Warren County","Tennessee",38276,39839,40651,21.6,3.92
"2511","Washington County","Tennessee",107198,122979,127806,16.5,3.79
"2512","Wayne County","Tennessee",16842,17021,16583,19.6,5.18
"2513","Weakley County","Tennessee",34895,35021,33337,20.5,4.86
"2514","White County","Tennessee",23102,25841,26753,17.6,3.95
"2515","Williamson County","Tennessee",126638,183182,226257,4.6,2.67
"2516","Wilson County","Tennessee",88809,113993,136442,9.2,2.92
"2517","Anderson County","Texas",55109,58458,57741,15.7,3.62
"2518","Andrews County","Texas",13004,14786,17722,11.9,3.06
"2519","Angelina County","Texas",80130,86771,87805,19.1,5.07
"2520","Aransas County","Texas",22497,23158,25572,17.8,6.76
"2521","Archer County","Texas",8854,9054,8809,8.8,3.42
"2522","Armstrong County","Texas",2148,1901,1879,7.5,2.5
"2523","Atascosa County","Texas",38628,44911,48981,14.6,4.18
"2524","Austin County","Texas",23590,28417,29786,13.4,4.33
"2525","Bailey County","Texas",6594,7165,7077,22.3,4.27
"2526","Bandera County","Texas",17645,20485,22351,16.5,3.59
"2527","Bastrop County","Texas",57733,74171,84761,13.3,3.53
"2528","Baylor County","Texas",4093,3726,3581,13.1,3.44
"2529","Bee County","Texas",32359,31861,32563,19.7,6.45
"2530","Bell County","Texas",237974,310235,347833,14.3,4.2
"2531","Bexar County","Texas",1392931,1714773,1958578,16.4,3.49
"2532","Blanco County","Texas",8418,10497,11626,10.8,2.72
"2533","Borden County","Texas",729,641,673,2.8,3.46
"2534","Bosque County","Texas",17204,18212,18326,15.6,3.99
"2535","Bowie County","Texas",89306,92565,94012,17.9,4.55
"2536","Brazoria County","Texas",241767,313166,362457,9.9,5.26
"2537","Brazos County","Texas",152415,194851,222830,26,3.06
"2538","Brewster County","Texas",8866,9232,9337,10.9,3.49
"2539","Briscoe County","Texas",1790,1637,1528,13.9,4.32
"2540","Brooks County","Texas",7976,7223,7235,41.5,8.21
"2541","Brown County","Texas",37674,38106,38053,16.4,3.84
"2542","Burleson County","Texas",16470,17187,18011,15.1,4.12
"2543","Burnet County","Texas",34147,42750,46804,12.3,3.17
"2544","Caldwell County","Texas",32194,38066,42338,17.7,3.87
"2545","Calhoun County","Texas",20647,21381,21744,15.8,5.81
"2546","Callahan County","Texas",12905,13544,13946,15.6,3.68
"2547","Cameron County","Texas",335227,406220,423725,31.2,6.88
"2548","Camp County","Texas",11549,12401,12855,17.4,5.63
"2549","Carson County","Texas",6516,6182,6032,6.4,3.17
"2550","Cass County","Texas",30438,30464,30012,18.5,5.95
"2551","Castro County","Texas",8285,8062,7843,15.9,3.28
"2552","Chambers County","Texas",26031,35096,41441,12.9,6.51
"2553","Cherokee County","Texas",46659,50845,52240,18.7,4.53
"2554","Childress County","Texas",7688,7041,7067,19.6,2.96
"2555","Clay County","Texas",11006,10752,10421,15,3.56
"2556","Cochran County","Texas",3730,3127,2851,24.8,4.59
"2557","Coke County","Texas",3864,3320,3306,16.6,3.65
"2558","Coleman County","Texas",9235,8895,8430,20.3,4.43
"2559","Collin County","Texas",491675,782341,969603,6.9,3.41
"2560","Collingsworth County","Texas",3206,3057,2987,15,3.62
"2561","Colorado County","Texas",20390,20874,21232,12,3.84
"2562","Comal County","Texas",78021,108472,141009,9.2,3.36
"2563","Comanche County","Texas",14026,13974,13573,18.2,3.69
"2564","Concho County","Texas",3966,4087,2717,8.5,4.23
"2565","Cooke County","Texas",36363,38437,39895,13.9,3.56
"2566","Coryell County","Texas",74978,75388,74913,13.3,4.28
"2567","Cottle County","Texas",1904,1505,1387,24.5,4.26
"2568","Crane County","Texas",3996,4375,4740,11.8,5.29
"2569","Crockett County","Texas",4099,3719,3564,20.9,4.09
"2570","Crosby County","Texas",7072,6059,5899,20.8,4.15
"2571","Culberson County","Texas",2975,2398,2231,29.4,3.61
"2572","Dallam County","Texas",6222,6703,7208,15.9,2.12
"2573","Dallas County","Texas",2218899,2368139,2618148,17.7,3.83
"2574","Dawson County","Texas",14985,13833,12813,18.5,4.88
"2575","Deaf Smith County","Texas",18561,19372,18836,18,3.06
"2576","Delta County","Texas",5327,5231,5298,22.9,3.26
"2577","Denton County","Texas",432976,662614,836210,8.4,3.3
"2578","DeWitt County","Texas",20013,20097,20226,16,4.44
"2579","Dickens County","Texas",2762,2444,2209,16.6,4.69
"2580","Dimmit County","Texas",10248,9996,10418,30.2,5.09
"2581","Donley County","Texas",3828,3677,3311,14.9,3.65
"2582","Duval County","Texas",13120,11782,11273,25.2,7.66
"2583","Eastland County","Texas",18297,18583,18411,17.4,4.32
"2584","Ector County","Texas",121123,137130,157087,12.3,4.11
"2585","Edwards County","Texas",2162,2002,1953,7,3.21
"2586","Ellis County","Texas",111360,149610,173620,10.5,3.43
"2587","El Paso County","Texas",679622,800647,840410,21.7,4.61
"2588","Erath County","Texas",33001,37890,41969,22.6,3.41
"2589","Falls County","Texas",18576,17866,17437,25.2,4.2
"2590","Fannin County","Texas",31242,33915,34446,14.8,3.33
"2591","Fayette County","Texas",21804,24554,25272,9.1,3.16
"2592","Fisher County","Texas",4344,3974,3880,17.4,3.54
"2593","Floyd County","Texas",7771,6446,5855,18.2,5.49
"2594","Foard County","Texas",1622,1336,1222,5.7,3.36
"2595","Fort Bend County","Texas",354452,585375,764828,8.1,4.63
"2596","Franklin County","Texas",9458,10605,10767,15,4.59
"2597","Freestone County","Texas",17867,19816,19625,17.3,6.31
"2598","Frio County","Texas",16252,17217,19600,20.3,3.85
"2599","Gaines County","Texas",14467,17526,20638,11,3.03
"2600","Galveston County","Texas",250158,291309,335036,13.9,5.2
"2601","Garza County","Texas",4872,6461,6528,13.5,3.31
"2602","Gillespie County","Texas",20814,24837,26646,12.4,2.58
"2603","Glasscock County","Texas",1406,1226,1348,11.6,2.61
"2604","Goliad County","Texas",6928,7210,7562,16.4,4.93
"2605","Gonzales County","Texas",18628,19807,20893,17.2,3.48
"2606","Gray County","Texas",22744,22535,22404,14.9,5.28
"2607","Grayson County","Texas",110595,120877,131140,14.3,3.49
"2608","Gregg County","Texas",111379,121730,123367,17.6,5.13
"2609","Grimes County","Texas",23552,26604,28082,18.6,5.28
"2610","Guadalupe County","Texas",89023,131533,159659,10.6,3.31
"2611","Hale County","Texas",36602,36273,34134,19.8,5.13
"2612","Hall County","Texas",3782,3353,3071,22.2,6.2
"2613","Hamilton County","Texas",8229,8517,8422,16.1,3.94
"2614","Hansford County","Texas",5369,5613,5447,18.7,2.52
"2615","Hardeman County","Texas",4724,4139,3994,13.8,3.87
"2616","Hardin County","Texas",48073,54635,57139,12,6.12
"2617","Harris County","Texas",3400578,4092459,4652980,16.8,5
"2618","Harrison County","Texas",62110,65631,66661,17.9,5.2
"2619","Hartley County","Texas",5537,6062,5691,8.1,1.97
"2620","Haskell County","Texas",6093,5899,5746,19.3,4.73
"2621","Hays County","Texas",97589,157107,214485,15.3,3.13
"2622","Hemphill County","Texas",3351,3807,4024,8.8,2.48
"2623","Henderson County","Texas",73277,78532,81064,18,4.15
"2624","Hidalgo County","Texas",569463,774769,860661,31.8,7.39
"2625","Hill County","Texas",32321,35089,35852,17.5,3.88
"2626","Hockley County","Texas",22716,22935,23088,14.9,3.72
"2627","Hood County","Texas",41100,51182,58273,12.3,4.18
"2628","Hopkins County","Texas",31960,35161,36496,17.9,3.57
"2629","Houston County","Texas",23185,23732,23021,24.7,4.23
"2630","Howard County","Texas",33627,35012,36040,13.9,4.3
"2631","Hudspeth County","Texas",3344,3476,4408,35.6,5.99
"2632","Hunt County","Texas",76596,86129,93872,18.8,3.92
"2633","Hutchinson County","Texas",23857,22150,21375,16.4,6.02
"2634","Irion County","Texas",1771,1599,1516,13.5,2.97
"2635","Jack County","Texas",8763,9044,8832,18.2,3.74
"2636","Jackson County","Texas",14391,14075,14805,13.7,3.99
"2637","Jasper County","Texas",35604,35710,35561,16.8,7.44
"2638","Jeff Davis County","Texas",2207,2342,2280,6.7,3.14
"2639","Jefferson County","Texas",252051,252273,256299,19.4,7.32
"2640","Jim Hogg County","Texas",5281,5300,5202,26,7.23
"2641","Jim Wells County","Texas",39326,40838,40871,23,7.53
"2642","Johnson County","Texas",126811,150934,167301,11,3.77
"2643","Jones County","Texas",20785,20202,19983,15.9,5.32
"2644","Karnes County","Texas",15446,14824,15187,19.3,3.49
"2645","Kaufman County","Texas",71313,103350,122883,12.4,3.52
"2646","Kendall County","Texas",23743,33410,44026,5.7,3.07
"2647","Kenedy County","Texas",414,416,417,24.8,3.25
"2648","Kent County","Texas",859,808,763,17.9,2.61
"2649","Kerr County","Texas",43653,49625,51720,13.8,3.41
"2650","Kimble County","Texas",4468,4607,4410,22.1,3.53
"2651","King County","Texas",356,286,296,3.5,3.68
"2652","Kinney County","Texas",3379,3598,3745,10.6,5.48
"2653","Kleberg County","Texas",31549,32061,31088,23.7,5.95
"2654","Knox County","Texas",4253,3719,3710,14.7,3.95
"2655","Lamar County","Texas",48499,49793,49587,17.8,4.2
"2656","Lamb County","Texas",14709,13977,13210,20.5,5.16
"2657","Lampasas County","Texas",17762,19677,21027,12,3.67
"2658","La Salle County","Texas",5866,6886,7584,8.2,3.69
"2659","Lavaca County","Texas",19210,19263,20062,10.5,3.58
"2660","Lee County","Texas",15657,16612,17183,13.8,3.26
"2661","Leon County","Texas",15335,16801,17243,16.3,6.33
"2662","Liberty County","Texas",70154,75643,83658,16.2,7.09
"2663","Limestone County","Texas",22051,23384,23527,20.7,5.53
"2664","Lipscomb County","Texas",3057,3302,3378,10.5,3.25
"2665","Live Oak County","Texas",12309,11531,12174,16.3,4.65
"2666","Llano County","Texas",17044,19301,21210,12.5,3.73
"2667","Loving County","Texas",67,82,134,17.1,5
"2668","Lubbock County","Texas",242628,278831,305225,18.8,3.17
"2669","Lynn County","Texas",6550,5915,5859,18,3.75
"2670","McCulloch County","Texas",8205,8283,7957,16.3,3.59
"2671","McLennan County","Texas",213517,234906,251259,19.3,3.85
"2672","McMullen County","Texas",851,707,778,7,1.89
"2673","Madison County","Texas",12940,13664,14222,15.4,4.65
"2674","Marion County","Texas",10941,10546,10064,22.3,5.66
"2675","Martin County","Texas",4746,4799,5626,7,3.19
"2676","Mason County","Texas",3738,4012,4222,12.6,3.34
"2677","Matagorda County","Texas",37957,36702,36840,20.6,7.25
"2678","Maverick County","Texas",47297,54258,58216,24.5,9.26
"2679","Medina County","Texas",39304,46006,50066,12.7,3.83
"2680","Menard County","Texas",2360,2242,2124,9.8,4.83
"2681","Midland County","Texas",116009,136872,165049,8.7,3.01
"2682","Milam County","Texas",24238,24757,25053,16,5.03
"2683","Mills County","Texas",5151,4936,4921,14.9,3.5
"2684","Mitchell County","Texas",9698,9403,8468,7.9,5.49
"2685","Montague County","Texas",19117,19719,19539,15.5,4.02
"2686","Montgomery County","Texas",293768,455746,570934,10.3,4.33
"2687","Moore County","Texas",20121,21904,22097,16.9,2.9
"2688","Morris County","Texas",13048,12934,12467,15.7,8.64
"2689","Motley County","Texas",1426,1210,1230,12.2,3.67
"2690","Nacogdoches County","Texas",59203,64524,65580,24.9,4.25
"2691","Navarro County","Texas",45124,47735,48701,18.8,3.93
"2692","Newton County","Texas",15072,14445,13952,15.7,7.87
"2693","Nolan County","Texas",15802,15216,14770,16.8,4.06
"2694","Nueces County","Texas",313645,340223,361221,16.7,5.39
"2695","Ochiltree County","Texas",9006,10223,10073,13,3.69
"2696","Oldham County","Texas",2185,2052,2114,11.1,2.47
"2697","Orange County","Texas",84966,81837,85047,14.2,6.86
"2698","Palo Pinto County","Texas",27026,28111,28570,18.3,4.06
"2699","Panola County","Texas",22756,23796,23243,15.3,5.47
"2700","Parker County","Texas",88495,116927,133463,9.2,3.45
"2701","Parmer County","Texas",10016,10269,9842,17.3,2.48
"2702","Pecos County","Texas",16809,15507,15634,11.5,4.51
"2703","Polk County","Texas",41133,45413,49162,18.7,6.02
"2704","Potter County","Texas",113546,121073,120458,21.7,3.19
"2705","Presidio County","Texas",7304,7818,7156,26.3,9.36
"2706","Rains County","Texas",9139,10914,11762,13.1,3.53
"2707","Randall County","Texas",104312,120725,134442,9.6,2.82
"2708","Reagan County","Texas",3326,3367,3710,18,3.84
"2709","Real County","Texas",3047,3309,3429,20.2,5.72
"2710","Red River County","Texas",14314,12860,12229,16.5,5.18
"2711","Reeves County","Texas",13137,13783,15281,13.2,3.54
"2712","Refugio County","Texas",7828,7383,7224,16.6,5.78
"2713","Roberts County","Texas",887,929,938,3.3,3.66
"2714","Robertson County","Texas",16000,16622,17203,15.2,4.68
"2715","Rockwall County","Texas",43080,78337,96788,5.8,3.31
"2716","Runnels County","Texas",11495,10501,10266,16.3,3.77
"2717","Rusk County","Texas",47372,53330,52833,15.8,5.06
"2718","Sabine County","Texas",10469,10834,10461,20,8.56
"2719","San Augustine County","Texas",8946,8865,8253,24.4,7.45
"2720","San Jacinto County","Texas",22246,26384,28270,17.2,5.63
"2721","San Patricio County","Texas",67138,64804,67215,15.2,7.61
"2722","San Saba County","Texas",6186,6131,5959,17.4,3.19
"2723","Schleicher County","Texas",2935,3461,3001,10.2,3.66
"2724","Scurry County","Texas",16361,16921,17050,12.8,4.37
"2725","Shackelford County","Texas",3302,3378,3328,17.7,2.99
"2726","Shelby County","Texas",25224,25448,25513,23.1,5.12
"2727","Sherman County","Texas",3186,3034,3067,14.8,3.1
"2728","Smith County","Texas",174706,209714,227727,16.3,4.06
"2729","Somervell County","Texas",6809,8490,8845,21.5,4.5
"2730","Starr County","Texas",53597,60968,64454,35,11.67
"2731","Stephens County","Texas",9674,9630,9337,21.3,4.69
"2732","Sterling County","Texas",1393,1143,1295,17,3.79
"2733","Stonewall County","Texas",1693,1490,1388,13.9,3.38
"2734","Sutton County","Texas",4077,4128,3767,6.5,5.09
"2735","Swisher County","Texas",8378,7854,7515,22.2,4.06
"2736","Tarrant County","Texas",1446219,1809034,2054475,13.5,3.68
"2737","Taylor County","Texas",126555,131506,136290,16.1,3.54
"2738","Terrell County","Texas",1081,984,810,17.1,4.86
"2739","Terry County","Texas",12761,12651,12715,13.7,5
"2740","Throckmorton County","Texas",1850,1641,1527,17.1,4.34
"2741","Titus County","Texas",28118,32334,32904,19.3,5.34
"2742","Tom Green County","Texas",104010,110224,118019,12.9,3.68
"2743","Travis County","Texas",812280,1024266,1226698,13.9,2.99
"2744","Trinity County","Texas",13779,14585,14667,18.4,5.52
"2745","Tyler County","Texas",20871,21766,21539,15.8,7.31
"2746","Upshur County","Texas",35291,39309,41281,13.8,5.25
"2747","Upton County","Texas",3404,3355,3663,18,3.82
"2748","Uvalde County","Texas",25926,26405,27132,17.9,4.66
"2749","Val Verde County","Texas",44856,48879,49205,20.9,5.08
"2750","Van Zandt County","Texas",48140,52579,55182,14.2,3.73
"2751","Victoria County","Texas",84088,86793,92084,14.8,4.82
"2752","Walker County","Texas",61758,67861,72245,24.3,4.61
"2753","Waller County","Texas",32663,43205,51307,18,4.87
"2754","Ward County","Texas",10909,10658,11472,11.6,4.06
"2755","Washington County","Texas",30373,33718,35043,13.2,4.22
"2756","Webb County","Texas",193117,250304,274794,31.5,4.16
"2757","Wharton County","Texas",41188,41280,41968,17.5,4.46
"2758","Wheeler County","Texas",5284,5410,5358,19.2,4.07
"2759","Wichita County","Texas",131664,131500,132000,18.9,3.69
"2760","Wilbarger County","Texas",14676,13535,12764,16.5,4.69
"2761","Willacy County","Texas",20082,22134,21584,35.6,11.01
"2762","Williamson County","Texas",249967,422679,547545,7,3.22
"2763","Wilson County","Texas",32408,42918,49304,10.2,3.46
"2764","Winkler County","Texas",7173,7110,7574,17.9,5.22
"2765","Wise County","Texas",48793,59127,66181,13,3.97
"2766","Wood County","Texas",36752,41964,44314,13.3,4.68
"2767","Yoakum County","Texas",7322,7879,8568,12.3,3.54
"2768","Young County","Texas",17943,18550,17979,16.5,3.79
"2769","Zapata County","Texas",12182,14018,14322,34.1,7.35
"2770","Zavala County","Texas",11600,11677,11948,36.2,11.11
"2771","Beaver County","Utah",6005,6629,6386,10.5,4.11
"2772","Box Elder County","Utah",42745,49975,54079,10.2,3.27
"2773","Cache County","Utah",91391,112656,124438,15.2,2.77
"2774","Carbon County","Utah",20422,21403,20295,16.2,5.09
"2775","Daggett County","Utah",921,1059,1029,4,4.97
"2776","Davis County","Utah",238994,306479,347637,6.2,3.06
"2777","Duchesne County","Utah",14371,18607,20026,12.7,5.75
"2778","Emery County","Utah",10860,10976,10077,12.9,5.17
"2779","Garfield County","Utah",4735,5172,5078,13.1,7.5
"2780","Grand County","Utah",8485,9225,9674,12.7,5.33
"2781","Iron County","Utah",33779,46163,51001,20.9,4.16
"2782","Juab County","Utah",8238,10246,11250,12.8,3.37
"2783","Kane County","Utah",6046,7125,7567,11.1,3.42
"2784","Millard County","Utah",12405,12503,12863,11.6,3.29
"2785","Morgan County","Utah",7129,9469,11873,2.4,2.87
"2786","Piute County","Utah",1435,1556,1420,12.9,4.9
"2787","Rich County","Utah",1961,2264,2391,18,3.2
"2788","Salt Lake County","Utah",898387,1029655,1135649,10.4,3.09
"2789","San Juan County","Utah",14413,14746,15356,28.4,7.23
"2790","Sanpete County","Utah",22763,27822,30035,16.9,3.93
"2791","Sevier County","Utah",18842,20802,21316,13.3,3.88
"2792","Summit County","Utah",29736,36324,41106,7.5,3.08
"2793","Tooele County","Utah",40735,58218,67456,6.9,3.63
"2794","Uintah County","Utah",25224,32588,35150,11.6,6.08
"2795","Utah County","Utah",368536,516564,606425,11.8,2.91
"2796","Wasatch County","Utah",15215,23530,32106,7.8,3.25
"2797","Washington County","Utah",90354,138115,165662,14.2,3.46
"2798","Wayne County","Utah",2509,2778,2719,9.2,7.4
"2799","Weber County","Utah",196533,231236,251769,12.1,3.66
"2800","Addison County","Vermont",35974,36821,36776,7.8,2.81
"2801","Bennington County","Vermont",36994,37125,35594,12.8,3.62
"2802","Caledonia County","Vermont",29702,31227,30164,12.3,3.7
"2803","Chittenden County","Vermont",146571,156545,162372,11.3,2.28
"2804","Essex County","Vermont",6459,6306,6230,15.5,4.66
"2805","Franklin County","Vermont",45417,47746,49025,8,3.06
"2806","Grand Isle County","Vermont",6901,6970,6998,7.5,3.51
"2807","Lamoille County","Vermont",23233,24475,25337,14,3.96
"2808","Orange County","Vermont",28226,28936,28974,11.5,3.07
"2809","Orleans County","Vermont",26277,27231,26841,14.2,5.07
"2810","Rutland County","Vermont",63400,61642,59087,11.4,3.53
"2811","Washington County","Vermont",58039,59534,58290,11.8,2.96
"2812","Windham County","Vermont",44216,44513,42869,14.1,3.08
"2813","Windsor County","Vermont",57418,56670,55100,10.2,2.56
"2814","Accomack County","Virginia",38305,33164,32545,19.8,4.82
"2815","Albemarle County","Virginia",79236,98970,107702,9.8,3.31
"2816","Alleghany County","Virginia",12926,16250,15122,19.3,4.87
"2817","Amelia County","Virginia",11400,12690,13020,13,4
"2818","Amherst County","Virginia",31894,32353,31594,13.4,4.18
"2819","Appomattox County","Virginia",13705,14973,15681,14.4,4.46
"2820","Arlington County","Virginia",189453,207627,234965,8.2,2.49
"2821","Augusta County","Virginia",65615,73750,75144,8.8,3.44
"2822","Bath County","Virginia",5048,4731,4297,9.3,3.3
"2823","Bedford County","Virginia",60371,68676,77974,8.9,3.92
"2824","Bland County","Virginia",6871,6824,6350,8.3,4.43
"2825","Botetourt County","Virginia",30496,33148,33192,7.7,3.58
"2826","Brunswick County","Virginia",18419,17434,16244,20.9,5.49
"2827","Buchanan County","Virginia",26978,24098,21514,26.5,7.61
